unit_id,build_date,production_line,shift,test_station,firmware_version,heart_rate_error_bpm,response_time_seconds,signal_quality_score,test_status,defect_category,rework_required
WHRM-01781,2026-07-21,Line C,Day,TS-02,FW-SIM-0.3,4.81,4.33,79.9,Fail,Low signal quality,No
WHRM-01782,2026-07-21,Line B,Day,TS-01,FW-SIM-0.3,3.94,3.56,89.5,Pass,None,No
WHRM-01783,2026-07-21,Line A,Day,TS-03,FW-SIM-0.3,4.31,4.92,87.0,Pass,None,No
WHRM-01784,2026-07-21,Line A,Day,TS-02,FW-SIM-0.3,2.05,2.75,88.9,Pass,None,No
WHRM-01785,2026-07-21,Line A,Day,TS-03,FW-SIM-0.3,5.54,3.62,89.5,Fail,High heart-rate error,No
WHRM-01786,2026-07-21,Line B,Evening,TS-01,FW-SIM-0.3,1.18,3.65,79.9,Fail,Low signal quality,Yes
WHRM-01787,2026-07-21,Line B,Evening,TS-02,FW-SIM-0.3,2.41,4.5,93.2,Pass,None,No
WHRM-01788,2026-07-21,Line A,Evening,TS-01,FW-SIM-0.3,1.29,5.24,85.2,Fail,Slow response time,Yes
WHRM-01789,2026-07-21,Line A,Evening,TS-03,FW-SIM-0.3,2.36,3.42,87.2,Pass,None,No
WHRM-01790,2026-07-21,Line A,Evening,TS-01,FW-SIM-0.3,4.07,3.32,94.1,Pass,None,No
WHRM-01791,2026-07-21,Line B,Day,TS-02,FW-SIM-0.3,2.51,3.86,90.3,Pass,None,No
WHRM-01792,2026-07-21,Line C,Day,TS-01,FW-SIM-0.3,3.65,4.18,89.7,Pass,None,No
WHRM-01793,2026-07-21,Line C,Day,TS-02,FW-SIM-0.3,1.21,3.29,88.2,Pass,None,No
WHRM-01794,2026-07-21,Line A,Evening,TS-02,FW-SIM-0.3,4.44,4.76,88.7,Pass,None,No
WHRM-01795,2026-07-21,Line C,Day,TS-03,FW-SIM-0.3,0.43,3.43,87.6,Pass,None,No
WHRM-01796,2026-07-21,Line C,Evening,TS-03,FW-SIM-0.3,2.96,3.37,92.0,Pass,None,No
WHRM-01797,2026-07-21,Line A,Evening,TS-03,FW-SIM-0.3,1.98,4.31,87.7,Pass,None,No
WHRM-01798,2026-07-21,Line B,Evening,TS-01,FW-SIM-0.3,3.27,4.24,92.6,Fail,Assembly defect,Yes
WHRM-01799,2026-07-21,Line C,Day,TS-01,FW-SIM-0.3,2.29,4.17,90.0,Pass,None,No
WHRM-01800,2026-07-21,Line C,Day,TS-03,FW-SIM-0.3,1.66,2.78,83.7,Pass,None,No
WHRM-01801,2026-07-21,Line C,Day,TS-01,FW-SIM-0.3,2.52,4.01,91.3,Pass,None,No
WHRM-01802,2026-07-21,Line C,Day,TS-02,FW-SIM-0.3,3.96,3.7,99.0,Pass,None,No
WHRM-01803,2026-07-21,Line A,Day,TS-03,FW-SIM-0.3,3.52,4.48,96.2,Pass,None,No
WHRM-01804,2026-07-21,Line A,Evening,TS-02,FW-SIM-0.3,2.29,3.35,85.6,Pass,None,No
WHRM-01805,2026-07-21,Line C,Day,TS-01,FW-SIM-0.3,5.44,2.53,87.0,Fail,High heart-rate error,No
WHRM-01806,2026-07-21,Line C,Day,TS-03,FW-SIM-0.3,2.86,3.99,82.7,Pass,None,No
WHRM-01807,2026-07-21,Line B,Evening,TS-02,FW-SIM-0.3,3.97,3.4,95.1,Pass,None,No
WHRM-01808,2026-07-21,Line A,Evening,TS-03,FW-SIM-0.3,4.14,5.19,91.9,Fail,Slow response time,No
WHRM-01809,2026-07-21,Line B,Evening,TS-01,FW-SIM-0.3,1.57,4.51,98.5,Pass,None,No
WHRM-01810,2026-07-21,Line A,Day,TS-03,FW-SIM-0.3,4.14,4.29,83.2,Pass,None,No
WHRM-01811,2026-07-21,Line A,Day,TS-03,FW-SIM-0.3,2.05,4.58,88.8,Pass,None,No
WHRM-01812,2026-07-21,Line B,Day,TS-02,FW-SIM-0.3,6.1,3.37,85.3,Fail,High heart-rate error,Yes
WHRM-01813,2026-07-21,Line B,Day,TS-03,FW-SIM-0.3,5.64,3.58,83.0,Fail,High heart-rate error,Yes
WHRM-01814,2026-07-21,Line C,Evening,TS-02,FW-SIM-0.3,2.69,3.96,87.0,Pass,None,No
WHRM-01815,2026-07-21,Line A,Day,TS-02,FW-SIM-0.3,2.08,3.7,91.9,Pass,None,No
WHRM-01816,2026-07-21,Line A,Evening,TS-02,FW-SIM-0.3,3.16,4.24,90.4,Pass,None,No
WHRM-01817,2026-07-21,Line C,Evening,TS-03,FW-SIM-0.3,1.64,3.84,91.4,Pass,None,No
WHRM-01818,2026-07-21,Line B,Day,TS-02,FW-SIM-0.3,5.36,3.32,94.0,Fail,High heart-rate error,Yes
WHRM-01819,2026-07-21,Line B,Evening,TS-01,FW-SIM-0.3,2.65,3.13,92.1,Pass,None,No
WHRM-01820,2026-07-21,Line B,Evening,TS-02,FW-SIM-0.3,3.29,4.46,78.5,Fail,Low signal quality,Yes
WHRM-01821,2026-07-21,Line C,Day,TS-03,FW-SIM-0.3,1.31,3.71,90.8,Pass,None,No
WHRM-01822,2026-07-21,Line A,Day,TS-02,FW-SIM-0.3,2.84,3.09,79.4,Fail,Low signal quality,Yes
WHRM-01823,2026-07-21,Line A,Evening,TS-01,FW-SIM-0.3,2.52,3.61,91.0,Pass,None,No
WHRM-01824,2026-07-21,Line A,Day,TS-01,FW-SIM-0.3,2.7,4.75,94.7,Pass,None,No
WHRM-01825,2026-07-21,Line C,Day,TS-03,FW-SIM-0.3,5.03,4.39,89.9,Fail,High heart-rate error,Yes
WHRM-01826,2026-07-21,Line A,Day,TS-01,FW-SIM-0.3,0.1,2.92,86.4,Pass,None,No
WHRM-01827,2026-07-21,Line A,Day,TS-03,FW-SIM-0.3,1.32,3.43,86.7,Pass,None,No
WHRM-01828,2026-07-21,Line A,Day,TS-01,FW-SIM-0.3,2.71,3.89,96.9,Pass,None,No
WHRM-01829,2026-07-21,Line B,Evening,TS-01,FW-SIM-0.3,3.84,4.02,96.3,Pass,None,No
WHRM-01830,2026-07-21,Line B,Evening,TS-01,FW-SIM-0.3,3.63,4.13,85.4,Pass,None,No
WHRM-01831,2026-07-21,Line C,Day,TS-01,FW-SIM-0.3,3.45,4.14,87.2,Pass,None,No
WHRM-01832,2026-07-21,Line A,Day,TS-01,FW-SIM-0.3,2.64,4.01,98.8,Pass,None,No
WHRM-01833,2026-07-21,Line C,Evening,TS-02,FW-SIM-0.3,3.42,4.91,86.0,Pass,None,No
WHRM-01834,2026-07-21,Line C,Evening,TS-01,FW-SIM-0.3,4.47,4.03,99.2,Pass,None,No
WHRM-01835,2026-07-21,Line A,Evening,TS-01,FW-SIM-0.3,0.1,3.56,91.3,Pass,None,No
WHRM-01836,2026-07-21,Line B,Day,TS-02,FW-SIM-0.3,2.25,3.59,87.8,Pass,None,No
WHRM-01837,2026-07-21,Line B,Day,TS-03,FW-SIM-0.3,2.15,3.69,89.8,Pass,None,No
WHRM-01838,2026-07-21,Line A,Day,TS-03,FW-SIM-0.3,1.25,3.4,86.9,Pass,None,No
WHRM-01839,2026-07-21,Line A,Day,TS-02,FW-SIM-0.3,0.73,2.91,96.3,Pass,None,No
WHRM-01840,2026-07-21,Line B,Evening,TS-01,FW-SIM-0.3,0.42,3.78,95.2,Pass,None,No
WHRM-01841,2026-07-21,Line A,Evening,TS-01,FW-SIM-0.3,0.99,3.76,94.7,Fail,Assembly defect,Yes
WHRM-01842,2026-07-21,Line B,Evening,TS-02,FW-SIM-0.3,4.94,4.41,96.3,Pass,None,No
WHRM-01843,2026-07-21,Line A,Day,TS-03,FW-SIM-0.3,0.68,3.94,87.3,Pass,None,No
WHRM-01844,2026-07-21,Line A,Evening,TS-03,FW-SIM-0.3,2.2,3.22,89.3,Pass,None,No
WHRM-01845,2026-07-21,Line A,Day,TS-01,FW-SIM-0.3,2.53,3.52,93.1,Pass,None,No
WHRM-01846,2026-07-21,Line C,Day,TS-01,FW-SIM-0.3,3.31,4.11,100.0,Pass,None,No
WHRM-01847,2026-07-21,Line B,Evening,TS-01,FW-SIM-0.3,4.22,4.04,90.1,Pass,None,No
WHRM-01848,2026-07-21,Line A,Evening,TS-02,FW-SIM-0.3,0.28,4.26,89.1,Pass,None,No
WHRM-01849,2026-07-21,Line B,Day,TS-01,FW-SIM-0.3,2.44,3.61,93.3,Pass,None,No
WHRM-01850,2026-07-21,Line C,Day,TS-01,FW-SIM-0.3,4.14,4.42,97.6,Pass,None,No
WHRM-01851,2026-07-21,Line A,Evening,TS-02,FW-SIM-0.3,1.63,3.19,94.7,Pass,None,No
WHRM-01852,2026-07-21,Line A,Day,TS-01,FW-SIM-0.3,2.06,3.93,100.0,Pass,None,No
WHRM-01853,2026-07-21,Line C,Evening,TS-01,FW-SIM-0.3,2.36,4.39,92.1,Pass,None,No
WHRM-01854,2026-07-21,Line B,Day,TS-01,FW-SIM-0.3,2.02,4.44,84.0,Pass,None,No
WHRM-01855,2026-07-21,Line C,Day,TS-03,FW-SIM-0.3,2.7,4.44,87.9,Pass,None,No
WHRM-01856,2026-07-21,Line C,Day,TS-02,FW-SIM-0.3,4.56,3.89,83.5,Pass,None,No
WHRM-01857,2026-07-21,Line B,Day,TS-01,FW-SIM-0.3,3.99,3.62,98.8,Fail,Cosmetic defect,Yes
WHRM-01858,2026-07-21,Line A,Day,TS-03,FW-SIM-0.3,2.44,3.02,84.6,Fail,Assembly defect,Yes
WHRM-01859,2026-07-21,Line B,Day,TS-01,FW-SIM-0.3,0.86,4.74,88.3,Pass,None,No
WHRM-01860,2026-07-21,Line C,Evening,TS-02,FW-SIM-0.3,1.67,3.58,96.1,Pass,None,No
WHRM-01861,2026-07-21,Line C,Evening,TS-01,FW-SIM-0.3,2.75,3.97,86.4,Pass,None,No
WHRM-01862,2026-07-21,Line B,Evening,TS-01,FW-SIM-0.3,1.63,4.57,97.2,Pass,None,No
WHRM-01863,2026-07-21,Line C,Day,TS-02,FW-SIM-0.3,0.1,4.55,96.9,Pass,None,No
WHRM-01864,2026-07-21,Line A,Day,TS-03,FW-SIM-0.3,3.49,4.0,92.2,Pass,None,No
WHRM-01865,2026-07-21,Line C,Day,TS-03,FW-SIM-0.3,2.96,4.76,83.6,Pass,None,No
WHRM-01866,2026-07-21,Line B,Day,TS-02,FW-SIM-0.3,2.29,4.06,96.2,Pass,None,No
WHRM-01867,2026-07-22,Line C,Evening,TS-02,FW-SIM-0.3,3.05,3.36,94.7,Pass,None,No
WHRM-01868,2026-07-22,Line C,Day,TS-03,FW-SIM-0.3,1.92,3.17,88.9,Pass,None,No
WHRM-01869,2026-07-22,Line B,Evening,TS-01,FW-SIM-0.3,4.62,3.78,95.2,Pass,None,No
WHRM-01870,2026-07-22,Line B,Day,TS-02,FW-SIM-0.3,5.04,3.5,89.5,Fail,High heart-rate error,Yes
WHRM-01871,2026-07-22,Line B,Evening,TS-03,FW-SIM-0.3,2.65,4.02,82.1,Pass,None,No
WHRM-01872,2026-07-22,Line B,Day,TS-01,FW-SIM-0.3,4.13,3.87,87.2,Pass,None,No
WHRM-01873,2026-07-22,Line C,Day,TS-02,FW-SIM-0.3,1.27,4.0,91.8,Pass,None,No
WHRM-01874,2026-07-22,Line B,Day,TS-02,FW-SIM-0.3,2.77,2.68,92.2,Pass,None,No
WHRM-01875,2026-07-22,Line B,Day,TS-03,FW-SIM-0.3,4.75,3.21,79.0,Fail,Low signal quality,No
WHRM-01876,2026-07-22,Line A,Day,TS-01,FW-SIM-0.3,3.9,3.85,92.3,Pass,None,No
WHRM-01877,2026-07-22,Line B,Evening,TS-03,FW-SIM-0.3,1.76,4.38,94.1,Pass,None,No
WHRM-01878,2026-07-22,Line B,Day,TS-01,FW-SIM-0.3,2.34,4.01,88.3,Pass,None,No
WHRM-01879,2026-07-22,Line C,Day,TS-03,FW-SIM-0.3,2.39,4.53,93.4,Pass,None,No
WHRM-01880,2026-07-22,Line A,Day,TS-03,FW-SIM-0.3,2.79,3.76,80.4,Fail,Low signal quality,Yes
WHRM-01881,2026-07-22,Line C,Evening,TS-01,FW-SIM-0.3,3.99,3.38,88.7,Pass,None,No
WHRM-01882,2026-07-22,Line B,Evening,TS-02,FW-SIM-0.3,2.27,3.9,83.2,Pass,None,No
WHRM-01883,2026-07-22,Line A,Evening,TS-03,FW-SIM-0.3,3.34,5.01,83.2,Fail,Slow response time,Yes
WHRM-01884,2026-07-22,Line C,Day,TS-03,FW-SIM-0.3,3.87,4.52,91.6,Pass,None,No
WHRM-01885,2026-07-22,Line A,Day,TS-02,FW-SIM-0.3,2.38,2.88,90.2,Pass,None,No
WHRM-01886,2026-07-22,Line A,Day,TS-03,FW-SIM-0.3,2.63,4.27,79.8,Fail,Low signal quality,Yes
WHRM-01887,2026-07-22,Line B,Evening,TS-02,FW-SIM-0.3,2.8,4.67,94.3,Pass,None,No
WHRM-01888,2026-07-22,Line B,Day,TS-03,FW-SIM-0.3,2.09,4.68,92.4,Pass,None,No
WHRM-01889,2026-07-22,Line C,Day,TS-03,FW-SIM-0.3,4.1,4.21,76.7,Fail,Low signal quality,Yes
WHRM-01890,2026-07-22,Line C,Evening,TS-02,FW-SIM-0.3,4.02,3.26,85.1,Pass,None,No
WHRM-01891,2026-07-22,Line B,Evening,TS-01,FW-SIM-0.3,4.62,4.01,95.7,Pass,None,No
WHRM-01892,2026-07-22,Line A,Day,TS-01,FW-SIM-0.3,2.75,3.88,89.3,Pass,None,No
WHRM-01893,2026-07-22,Line B,Day,TS-01,FW-SIM-0.3,2.8,2.89,98.0,Pass,None,No
WHRM-01894,2026-07-22,Line A,Day,TS-01,FW-SIM-0.3,4.11,4.69,96.3,Pass,None,No
WHRM-01895,2026-07-22,Line A,Evening,TS-02,FW-SIM-0.3,2.76,3.56,93.0,Pass,None,No
WHRM-01896,2026-07-22,Line B,Evening,TS-03,FW-SIM-0.3,1.17,4.77,94.3,Pass,None,No
WHRM-01897,2026-07-22,Line B,Evening,TS-02,FW-SIM-0.3,3.78,2.96,82.7,Pass,None,No
WHRM-01898,2026-07-22,Line B,Day,TS-03,FW-SIM-0.3,1.38,3.36,91.8,Pass,None,No
WHRM-01899,2026-07-22,Line A,Evening,TS-01,FW-SIM-0.3,0.1,3.25,88.9,Pass,None,No
WHRM-01900,2026-07-22,Line B,Evening,TS-01,FW-SIM-0.3,3.24,4.73,89.8,Pass,None,No
WHRM-01901,2026-07-22,Line C,Day,TS-02,FW-SIM-0.3,1.65,3.14,85.9,Pass,None,No
WHRM-01902,2026-07-22,Line A,Evening,TS-01,FW-SIM-0.3,0.4,3.75,93.2,Pass,None,No
WHRM-01903,2026-07-22,Line A,Day,TS-02,FW-SIM-0.3,3.36,4.19,91.4,Pass,None,No
WHRM-01904,2026-07-22,Line B,Evening,TS-02,FW-SIM-0.3,3.16,3.75,80.9,Fail,Low signal quality,Yes
WHRM-01905,2026-07-22,Line B,Evening,TS-01,FW-SIM-0.3,3.14,2.83,97.6,Pass,None,No
WHRM-01906,2026-07-22,Line A,Day,TS-03,FW-SIM-0.3,3.11,4.07,87.9,Pass,None,No
WHRM-01907,2026-07-22,Line B,Day,TS-03,FW-SIM-0.3,3.45,4.46,88.2,Pass,None,No
WHRM-01908,2026-07-22,Line A,Evening,TS-02,FW-SIM-0.3,3.36,3.18,93.0,Pass,None,No
WHRM-01909,2026-07-22,Line B,Evening,TS-03,FW-SIM-0.3,3.0,4.23,91.7,Pass,None,No
WHRM-01910,2026-07-22,Line A,Evening,TS-02,FW-SIM-0.3,4.62,3.43,91.4,Pass,None,No
WHRM-01911,2026-07-22,Line B,Day,TS-01,FW-SIM-0.3,3.14,3.73,94.1,Pass,None,No
WHRM-01912,2026-07-22,Line B,Day,TS-01,FW-SIM-0.3,4.73,2.44,87.4,Pass,None,No
WHRM-01913,2026-07-22,Line B,Evening,TS-03,FW-SIM-0.3,3.18,3.55,94.6,Pass,None,No
WHRM-01914,2026-07-22,Line A,Day,TS-03,FW-SIM-0.3,0.23,4.41,85.9,Pass,None,No
WHRM-01915,2026-07-22,Line A,Day,TS-03,FW-SIM-0.3,0.34,3.06,84.9,Pass,None,No
WHRM-01916,2026-07-22,Line A,Day,TS-02,FW-SIM-0.3,3.24,2.19,97.1,Pass,None,No
WHRM-01917,2026-07-22,Line C,Day,TS-03,FW-SIM-0.3,2.11,4.49,94.8,Pass,None,No
WHRM-01918,2026-07-22,Line C,Day,TS-02,FW-SIM-0.3,1.65,3.6,99.7,Pass,None,No
WHRM-01919,2026-07-22,Line C,Day,TS-01,FW-SIM-0.3,4.65,4.67,91.9,Pass,None,No
WHRM-01920,2026-07-22,Line C,Evening,TS-02,FW-SIM-0.3,2.5,4.21,96.9,Pass,None,No
WHRM-01921,2026-07-22,Line B,Day,TS-02,FW-SIM-0.3,2.23,2.14,84.2,Pass,None,No
WHRM-01922,2026-07-22,Line A,Day,TS-02,FW-SIM-0.3,1.1,3.89,86.2,Pass,None,No
WHRM-01923,2026-07-22,Line A,Evening,TS-03,FW-SIM-0.3,2.39,2.58,93.6,Pass,None,No
WHRM-01924,2026-07-22,Line B,Evening,TS-02,FW-SIM-0.3,4.49,3.68,87.5,Pass,None,No
WHRM-01925,2026-07-22,Line C,Day,TS-01,FW-SIM-0.3,3.17,2.88,92.3,Pass,None,No
WHRM-01926,2026-07-22,Line C,Evening,TS-01,FW-SIM-0.3,0.93,3.0,93.7,Pass,None,No
WHRM-01927,2026-07-22,Line B,Day,TS-01,FW-SIM-0.3,5.07,3.61,86.5,Fail,High heart-rate error,Yes
WHRM-01928,2026-07-22,Line B,Day,TS-02,FW-SIM-0.3,3.91,4.14,93.6,Pass,None,No
WHRM-01929,2026-07-22,Line A,Day,TS-02,FW-SIM-0.3,2.56,3.31,100.0,Pass,None,No
WHRM-01930,2026-07-22,Line C,Evening,TS-02,FW-SIM-0.3,2.85,3.41,93.9,Pass,None,No
WHRM-01931,2026-07-22,Line C,Evening,TS-03,FW-SIM-0.3,0.29,4.3,94.9,Pass,None,No
WHRM-01932,2026-07-22,Line C,Evening,TS-03,FW-SIM-0.3,3.94,4.32,84.5,Pass,None,No
WHRM-01933,2026-07-22,Line A,Evening,TS-03,FW-SIM-0.3,5.18,4.68,87.9,Fail,High heart-rate error,Yes
WHRM-01934,2026-07-22,Line C,Day,TS-03,FW-SIM-0.3,2.71,4.49,87.3,Pass,None,No
WHRM-01935,2026-07-22,Line C,Day,TS-02,FW-SIM-0.3,3.53,4.15,97.4,Pass,None,No
WHRM-01936,2026-07-22,Line A,Evening,TS-01,FW-SIM-0.3,3.5,4.45,79.3,Fail,Low signal quality,Yes
WHRM-01937,2026-07-22,Line C,Evening,TS-01,FW-SIM-0.3,2.73,4.24,84.8,Pass,None,No
WHRM-01938,2026-07-22,Line A,Day,TS-01,FW-SIM-0.3,1.33,3.85,89.8,Pass,None,No
WHRM-01939,2026-07-22,Line A,Evening,TS-01,FW-SIM-0.3,6.03,4.6,92.0,Fail,High heart-rate error,Yes
WHRM-01940,2026-07-22,Line B,Day,TS-03,FW-SIM-0.3,3.33,4.05,90.4,Fail,Assembly defect,Yes
WHRM-01941,2026-07-22,Line A,Day,TS-03,FW-SIM-0.3,2.91,4.41,83.2,Pass,None,No
WHRM-01942,2026-07-22,Line B,Evening,TS-03,FW-SIM-0.3,1.39,4.55,97.9,Pass,None,No
WHRM-01943,2026-07-22,Line A,Day,TS-01,FW-SIM-0.3,2.5,3.71,82.2,Pass,None,No
WHRM-01944,2026-07-22,Line A,Evening,TS-03,FW-SIM-0.3,2.17,4.24,80.0,Fail,Low signal quality,No
WHRM-01945,2026-07-22,Line A,Day,TS-03,FW-SIM-0.3,3.14,3.74,80.4,Fail,Cosmetic defect,Yes
WHRM-01946,2026-07-22,Line A,Evening,TS-02,FW-SIM-0.3,2.36,2.31,85.0,Pass,None,No
WHRM-01947,2026-07-22,Line A,Evening,TS-01,FW-SIM-0.3,3.25,2.86,91.7,Pass,None,No
WHRM-01948,2026-07-22,Line A,Day,TS-02,FW-SIM-0.3,2.51,3.75,96.1,Pass,None,No
WHRM-01949,2026-07-22,Line B,Day,TS-02,FW-SIM-0.3,2.09,4.58,96.2,Pass,None,No
WHRM-01950,2026-07-22,Line A,Day,TS-01,FW-SIM-0.3,2.55,4.12,89.6,Pass,None,No
WHRM-01951,2026-07-22,Line A,Evening,TS-03,FW-SIM-0.3,2.68,3.46,82.2,Pass,None,No
WHRM-01952,2026-07-22,Line B,Day,TS-01,FW-SIM-0.3,2.16,4.18,90.0,Pass,None,No
WHRM-01953,2026-07-22,Line A,Day,TS-03,FW-SIM-0.3,3.41,3.89,91.5,Pass,None,No
WHRM-01954,2026-07-22,Line B,Day,TS-01,FW-SIM-0.3,4.41,3.44,89.5,Pass,None,No
WHRM-01955,2026-07-22,Line B,Evening,TS-02,FW-SIM-0.3,2.84,3.05,99.4,Pass,None,No
WHRM-01956,2026-07-23,Line A,Day,TS-03,FW-SIM-0.3,0.74,4.53,83.9,Pass,None,No
WHRM-01957,2026-07-23,Line B,Day,TS-03,FW-SIM-0.3,0.2,3.1,95.0,Pass,None,No
WHRM-01958,2026-07-23,Line A,Day,TS-01,FW-SIM-0.3,2.29,4.15,97.7,Pass,None,No
WHRM-01959,2026-07-23,Line B,Day,TS-01,FW-SIM-0.3,4.06,2.91,76.4,Fail,Assembly defect,No
WHRM-01960,2026-07-23,Line C,Evening,TS-03,FW-SIM-0.3,3.67,4.2,85.6,Pass,None,No
WHRM-01961,2026-07-23,Line C,Day,TS-02,FW-SIM-0.3,4.06,4.29,93.6,Pass,None,No
WHRM-01962,2026-07-23,Line A,Evening,TS-01,FW-SIM-0.3,2.19,3.56,86.8,Pass,None,No
WHRM-01963,2026-07-23,Line B,Evening,TS-02,FW-SIM-0.3,5.51,3.63,89.3,Fail,High heart-rate error,Yes
WHRM-01964,2026-07-23,Line A,Day,TS-02,FW-SIM-0.3,1.28,3.64,88.5,Pass,None,No
WHRM-01965,2026-07-23,Line A,Day,TS-01,FW-SIM-0.3,4.53,3.65,95.3,Pass,None,No
WHRM-01966,2026-07-23,Line A,Day,TS-01,FW-SIM-0.3,3.78,3.55,84.2,Pass,None,No
WHRM-01967,2026-07-23,Line C,Day,TS-01,FW-SIM-0.3,4.16,3.64,93.0,Pass,None,No
WHRM-01968,2026-07-23,Line C,Day,TS-01,FW-SIM-0.3,4.08,3.85,85.0,Pass,None,No
WHRM-01969,2026-07-23,Line C,Day,TS-02,FW-SIM-0.3,1.94,3.17,82.7,Pass,None,No
WHRM-01970,2026-07-23,Line A,Evening,TS-03,FW-SIM-0.3,2.26,4.89,87.1,Pass,None,No
WHRM-01971,2026-07-23,Line C,Day,TS-02,FW-SIM-0.3,2.79,4.98,97.4,Pass,None,No
WHRM-01972,2026-07-23,Line B,Evening,TS-03,FW-SIM-0.3,5.65,5.36,83.5,Fail,High heart-rate error,Yes
WHRM-01973,2026-07-23,Line C,Day,TS-01,FW-SIM-0.3,1.37,3.67,100.0,Pass,None,No
WHRM-01974,2026-07-23,Line A,Evening,TS-02,FW-SIM-0.3,1.34,4.38,93.8,Pass,None,No
WHRM-01975,2026-07-23,Line A,Evening,TS-01,FW-SIM-0.3,4.49,3.16,81.3,Fail,Low signal quality,Yes
WHRM-01976,2026-07-23,Line A,Day,TS-02,FW-SIM-0.3,2.29,4.19,84.0,Pass,None,No
WHRM-01977,2026-07-23,Line B,Day,TS-02,FW-SIM-0.3,4.26,3.43,90.2,Pass,None,No
WHRM-01978,2026-07-23,Line C,Evening,TS-02,FW-SIM-0.3,3.93,5.28,88.2,Fail,Slow response time,Yes
WHRM-01979,2026-07-23,Line B,Day,TS-01,FW-SIM-0.3,2.36,3.36,84.7,Pass,None,No
WHRM-01980,2026-07-23,Line B,Day,TS-02,FW-SIM-0.3,1.94,3.65,99.7,Pass,None,No
WHRM-01981,2026-07-23,Line A,Day,TS-01,FW-SIM-0.3,2.89,4.5,85.1,Pass,None,No
WHRM-01982,2026-07-23,Line B,Evening,TS-03,FW-SIM-0.3,2.94,4.32,81.7,Fail,Low signal quality,No
WHRM-01983,2026-07-23,Line A,Evening,TS-03,FW-SIM-0.3,2.09,3.77,89.9,Pass,None,No
WHRM-01984,2026-07-23,Line C,Evening,TS-01,FW-SIM-0.3,2.07,3.93,86.9,Pass,None,No
WHRM-01985,2026-07-23,Line B,Day,TS-01,FW-SIM-0.3,2.1,3.42,95.0,Pass,None,No
WHRM-01986,2026-07-23,Line C,Evening,TS-03,FW-SIM-0.3,0.92,3.08,88.3,Pass,None,No
WHRM-01987,2026-07-23,Line A,Day,TS-03,FW-SIM-0.3,2.13,4.53,92.1,Pass,None,No
WHRM-01988,2026-07-23,Line A,Day,TS-03,FW-SIM-0.3,2.34,4.36,93.6,Pass,None,No
WHRM-01989,2026-07-23,Line C,Evening,TS-02,FW-SIM-0.3,2.66,3.68,91.5,Pass,None,No
WHRM-01990,2026-07-23,Line A,Day,TS-01,FW-SIM-0.3,2.2,4.0,91.1,Pass,None,No
WHRM-01991,2026-07-23,Line B,Day,TS-03,FW-SIM-0.3,2.05,4.24,100.0,Pass,None,No
WHRM-01992,2026-07-23,Line A,Day,TS-03,FW-SIM-0.3,4.08,4.46,92.6,Pass,None,No
WHRM-01993,2026-07-23,Line A,Day,TS-02,FW-SIM-0.3,1.31,4.23,93.4,Pass,None,No
WHRM-01994,2026-07-23,Line C,Evening,TS-03,FW-SIM-0.3,0.1,3.33,90.9,Pass,None,No
WHRM-01995,2026-07-23,Line C,Evening,TS-01,FW-SIM-0.3,3.42,4.01,88.6,Pass,None,No
WHRM-01996,2026-07-23,Line B,Day,TS-01,FW-SIM-0.3,3.62,3.13,90.3,Pass,None,No
WHRM-01997,2026-07-23,Line B,Day,TS-03,FW-SIM-0.3,2.72,4.17,81.4,Fail,Low signal quality,No
WHRM-01998,2026-07-23,Line A,Day,TS-02,FW-SIM-0.3,4.07,4.08,95.4,Pass,None,No
WHRM-01999,2026-07-23,Line B,Evening,TS-02,FW-SIM-0.3,0.38,3.19,80.5,Fail,Low signal quality,Yes
WHRM-02000,2026-07-23,Line B,Evening,TS-02,FW-SIM-0.3,2.5,4.28,90.1,Pass,None,No
WHRM-02001,2026-07-23,Line B,Evening,TS-03,FW-SIM-0.3,4.0,3.21,89.3,Pass,None,No
WHRM-02002,2026-07-23,Line A,Day,TS-03,FW-SIM-0.3,1.99,3.33,90.5,Pass,None,No
WHRM-02003,2026-07-23,Line A,Day,TS-03,FW-SIM-0.3,1.22,2.74,91.5,Pass,None,No
WHRM-02004,2026-07-23,Line C,Day,TS-01,FW-SIM-0.3,4.6,4.19,83.3,Pass,None,No
WHRM-02005,2026-07-23,Line B,Evening,TS-02,FW-SIM-0.3,4.84,4.62,91.0,Pass,None,No
WHRM-02006,2026-07-23,Line A,Day,TS-03,FW-SIM-0.3,0.83,3.31,89.1,Pass,None,No
WHRM-02007,2026-07-23,Line C,Evening,TS-02,FW-SIM-0.3,0.1,4.29,90.9,Pass,None,No
WHRM-02008,2026-07-23,Line C,Evening,TS-03,FW-SIM-0.3,0.62,4.06,87.7,Pass,None,No
WHRM-02009,2026-07-23,Line A,Day,TS-02,FW-SIM-0.3,3.33,3.4,84.5,Pass,None,No
WHRM-02010,2026-07-23,Line C,Day,TS-01,FW-SIM-0.3,2.78,4.03,96.0,Pass,None,No
WHRM-02011,2026-07-23,Line C,Day,TS-02,FW-SIM-0.3,2.94,4.28,94.1,Pass,None,No
WHRM-02012,2026-07-23,Line A,Evening,TS-02,FW-SIM-0.3,0.57,4.04,83.5,Pass,None,No
WHRM-02013,2026-07-23,Line A,Day,TS-01,FW-SIM-0.3,2.6,3.71,100.0,Pass,None,No
